Fecha extracción;Fecha de nacimiento;Ciudad;País;Código postal;;;;;;
23/01/2024 14:20;25/02/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;28/02/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;24/04/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;08/05/1999;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;21/05/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;24/05/1999;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;19/12/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;02/01/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;16/01/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;18/05/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/06/2000;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;06/08/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;01/09/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;12/02/2001;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;21/03/2001;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;10/09/2001;ALCALÁ DE HENARES;España;28810;;;;;;
23/01/2024 14:20;11/10/2001;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;07/02/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/05/2002;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;20/06/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;16/07/2002;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;12/08/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;08/10/2002;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;19/10/2002;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;26/08/2003;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/10/2003;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;05/02/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;28/02/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;07/03/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;14/03/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;14/03/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;03/04/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;16/04/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;25/04/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;27/04/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;15/05/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;23/05/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;23/05/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/05/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;17/06/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;17/06/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;27/06/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;30/06/1997;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;16/07/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;23/07/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;26/07/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;01/08/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;06/08/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;13/08/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;16/08/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/08/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;31/08/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;04/09/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;12/09/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;12/09/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;13/09/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/09/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;28/09/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;29/09/1997;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;03/10/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;10/10/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;11/10/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;12/10/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;13/10/1997;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;19/10/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;26/10/1997;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;29/10/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;10/11/1997;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;25/11/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;02/12/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/12/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;12/01/1998;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;14/01/1998;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;15/01/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;31/01/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;15/02/1998;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;15/02/1998;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;25/02/1998;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;11/03/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;20/03/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/03/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;04/04/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;09/04/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/04/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;07/05/1998;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;08/05/1998;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;22/05/1998;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;09/06/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;20/06/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;21/06/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/06/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/06/1998;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;03/07/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;13/07/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;06/08/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;08/08/1998;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;20/08/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;21/08/1998;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;12/09/1998;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;19/09/1998;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;28/09/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;05/10/1998;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;14/10/1998;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;19/10/1998;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;24/10/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;07/11/1998;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;03/12/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;04/12/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;12/12/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;22/12/1998;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;22/12/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/12/1998;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;28/12/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;07/01/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;10/01/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;25/01/1999;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;27/01/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;31/01/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;02/02/1999;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;06/02/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;12/02/1999;ALCALÁ DE HENARES;España;28002;;;;;;
23/01/2024 14:20;12/02/1999;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;23/02/1999;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;23/02/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/02/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;03/03/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;11/03/1999;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;24/03/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;04/04/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;17/04/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;20/04/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;05/05/1999;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;29/05/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;07/07/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;09/07/1999;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;14/07/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;29/07/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;24/08/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;10/09/1999;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;26/09/1999;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;28/09/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;05/10/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;09/10/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;21/10/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;29/10/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;09/11/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;15/11/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;15/11/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;22/11/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;01/12/1999;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;21/12/1999;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;03/01/2000;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;14/01/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;03/02/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;15/02/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;25/02/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;29/02/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;19/03/2000;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;30/03/2000;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;13/04/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;17/04/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;04/05/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;07/05/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;16/06/2000;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;17/07/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;20/07/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;08/08/2000;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;10/08/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;25/08/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;03/09/2000;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;05/09/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;28/10/2000;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;07/11/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;19/11/2000;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;15/12/2000;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;15/01/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;19/01/2001;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;24/02/2001;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;02/03/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;17/03/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;22/03/2001;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;16/04/2001;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;19/04/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;15/05/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;07/06/2001;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;08/06/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;03/07/2001;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;12/07/2001;ALCALÁ DE HENARES;España;28807;;;;;;
23/01/2024 14:20;01/08/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;02/08/2001;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;24/08/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;05/09/2001;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;03/12/2001;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;12/12/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;22/03/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;09/05/2002;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;07/06/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;10/08/2002;ALCALÁ DE HENARES;España;28801;;;;;;
23/01/2024 14:20;29/08/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;03/09/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/10/2002;ALCALÁ DE HENARES;España;28810;;;;;;
23/01/2024 14:20;19/01/2003;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;03/03/2003;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;13/04/2003;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/07/2003;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;06/12/2003;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/01/2004;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;28/07/2004;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;13/09/2004;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;24/11/2004;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;13/09/2005;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;08/03/1999;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;27/06/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;27/11/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;10/02/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;30/07/1998;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;10/10/1999;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;13/01/2002;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;12/02/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;12/02/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;03/04/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;03/04/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;08/04/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;25/08/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;08/10/1997;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;01/11/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;17/11/1997;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;06/10/1998;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;14/10/1998;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;11/12/1999;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;18/02/2000;ALCALÁ DE HENARES;España;28005;;;;;;
23/01/2024 14:20;15/05/2000;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;02/10/2000;ALCALÁ DE HENARES;España;28804;;;;;;
23/01/2024 14:20;29/10/2000;ALCALÁ DE HENARES;España;28802;;;;;;
23/01/2024 14:20;23/01/2001;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;11/02/2001;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;06/09/2001;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;26/09/2001;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;18/07/2002;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;23/02/2004;ALCALÁ DE HENARES;España;28805;;;;;;
23/01/2024 14:20;02/03/2004;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;29/04/1997;ALCALÁ DE HENARES;España;28806;;;;;;
23/01/2024 14:20;28/12/1997;ALCALÁ DE HENARES;España;28803;;;;;;
23/01/2024 14:20;12/07/1998;ALCALÁ DE LOS GAZULES;España;11180;;;;;;
23/01/2024 14:20;27/02/1998;ALCARAZ;España;2300;;;;;;
23/01/2024 14:20;17/05/1999;ALCASSER;España;46290;;;;;;
23/01/2024 14:20;16/11/2002;ALCAUDETE DE LA JARA;España;45662;;;;;;
23/01/2024 14:20;13/04/1997;ALCÁZAR DE SAN JUAN;España;13600;;;;;;
23/01/2024 14:20;11/06/1998;ALCÁZAR DE SAN JUAN;España;13600;;;;;;
23/01/2024 14:20;07/12/1998;ALCÁZAR DE SAN JUAN;España;13600;;;;;;
23/01/2024 14:20;30/07/1999;ALCOBENDAS;España;28109;;;;;;
23/01/2024 14:20;27/01/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;11/02/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;14/02/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;14/02/1997;ALCOBENDAS;España;28108;;;;;;
23/01/2024 14:20;16/02/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;10/03/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;23/03/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;29/03/1997;ALCOBENDAS;España;28109;;;;;;
23/01/2024 14:20;10/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;10/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;16/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;21/04/1997;ALCOBENDAS;España;28108;;;;;;
23/01/2024 14:20;21/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;25/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;26/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;28/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;29/04/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;04/05/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;09/05/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;16/05/1997;ALCOBENDAS;España;28109;;;;;;
23/01/2024 14:20;19/05/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;20/05/1997;ALCOBENDAS;España;28109;;;;;;
23/01/2024 14:20;02/06/1997;ALCOBENDAS;España;28100;;;;;;
23/01/2024 14:20;05/06/1997;ALCOBENDAS;España;28100;;;;;;
